,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at,treated Tweet
519,🌎🌏🌍THETA WHALE™️🌎🌏🌍,@ThetaWhale,2753,1231,When people realize we aren’t going lower &amp; $BTC heads back over $30k the FOMO will start back up.After all fiat is dying. There’s no going back now. One day $BTC will be the reserve currency of the world. Time is on our side. 💯🌎🌍🌏$theta $tfuel $rsr $link $matic $xrm,17,1,2021-07-20 20:20:02,when people realize we be not go low &amp ; $ BTC head back over $ 30 k the fomo will start back up . after all fiat be die . there be no go back now . one day $ BTC will be the reserve currency of the world . time be on we side . ammos theta $ tfuel $ rsr $ link $ matic $ xrm 
520,Lam Kurutz,@insomnialts,1280,239,@beincrypto $NEKO @MazeProtocol  is a zero interest banking protocol that provides zero cost borrows.#Lending /#Borrowing is a huge busineess in #DeFi and I believe https://t.co/StwYGpjLC7 will be a big player in it.$BTC $LINK #ALTSEASON https://t.co/uKeQlnNurO,3,3,2021-07-20 20:19:55,@beincrypto $ NEKO @ MazeProtocol be a zero interest banking protocol that provide zero cost borrow . # lending / # borrowing be a huge busineess in # DeFi and I believe https://t.co/stwygpjlc7 will be a big player in it . $ btc $ link # altseason https://t.co/ukeqlnnuro 
521,ManateeCrypto,@manatee_crypto,166,59,Not investing in $RISE at 0.00000004 is like not buying $BTC at $0.0008. We all would have done it if we could. So why miss out now?#EverRise #EverRiseCoin #EverRiseToken #everriseny #cryptocurrency #DeFi #EverRiseUp #EverOwn #EverWallet #EverLock #EverSwap #EverSale #BNB #BSC,45,19,2021-07-20 20:19:35,not invest in $ rise at 0.00000004 be like not buy $ btc at $ 0.0008 . we all would have do it if we could . so why miss out now ? # EverRise # EverRiseCoin # EverRise token # everriseny # cryptocurrency # DeFi # EverRise up # EverOwn # EverWallet # EverLock # EverSwap # EverSale # bnb # bsc 
522,F3 Rock Hill,@F3RockHill,623,1204,eric.lockamy - f3rockhill Remember that #3-w-be-the-change-btc begins at 0600 starting tomorrow. #ISI,1,1,2021-07-20 20:19:02,eric.lockamy - f3rockhill remember that # 3 -w-be-the-change- btc begin at 0600 start tomorrow . # ISI 
523,Henry Brown,@henryviribus,971,368,Mastercard &amp; Visa Crypto Debit Cards on the Rise | Using Stablecoin USDC https://t.co/RtTzzaV25i #crypto #xrp #vet #vechain #btc #eth #cryptocurrency #digitalasset #blockchain#digital #xrpcommunity #shiba #SHIBAINU #Ethereum #shibaswap #KuCoinToken #KCS #coinbase,1,1,2021-07-20 20:18:59,mastercard &amp ; Visa crypto debit card on the rise | use Stablecoin USDC https://t.co/rttzzav25i # crypto # xrp # vet # vechain # btc #eth # cryptocurrency # digitalasset # blockchain#digital # xrpcommunity # shiba # shibainu # Ethereum # shibaswap # KuCoinToken # kcs # coinbase 
524,Freedom Rider,@Freedom32831878,556,190,@AlphaOmegaUnbr1 Btc = baby trafficking coin,20,5,2021-07-20 20:18:44,@AlphaOmega Unbr1 btc = baby trafficking coin 
525,$Damxchange 💎,@damxchange,1065,5484,"🔥10 Million Sats Giveaway🔥Get in your chance to win, ends in 5 hours #Giveaways #Giveaway #GiveawayAlert #Free #Freebie #Bitcoin #BTC #BSV #gift #crypto #Ethereum #ETH #LTC #TRX #BNB #DASH #LINK #ADA https://t.co/hVvTupCu2Z",7,3,2021-07-20 20:18:40,"🔥10 million Sat giveaway '' get in you chance to win , end in 5 hour # Giveaway # giveaway # giveaway alert # free # freebie # Bitcoin # BTC # bsv # gift # crypto # Ethereum # eth # ltc # trx # bnb # dash # link # ada https://t.co/hvvtupcu2z "
526,sumona,@sumona61042881,1139,29,#Airdrop : HAXS 💯 Value: 1000 $HAXS For every participant🔥Referral: 300$HAXS/invite🔥Block Chain: HECO👍Distribution Date: 08/02/2021Join now: https://t.co/OIyxjUWjal#HAXS #Airdrops #BTC #AXS,1,1,2021-07-20 20:18:16,# airdrop : haxs 💯 value : 1000 $ haxs for every participant '' referral : 300 $ haxs / invite '' block chain : HECO '' distribution date : 08/02/2021 join now : https://t.co/oiyxjuwjal#haxs # airdrop # BTC # AXS 
527,NFT information Alert,@NFT_info_alert,20,536,【77.89% Cheaper than Average】📉📉Title: Dr WokeOpensea:BidPrice:ETH 0.057dayVol:1162.0684#NFT #CRYPTOART #opensea #hashmasks  $BTC #topdogbeachclub05:17 https://t.co/zpsKCGxJtn,2,1,2021-07-20 20:17:49,'' 77.89 % Cheaper than Average】📉 '' title : Dr WokeOpensea : bidprice:eth 0.057dayvol :1162.0684#nft # cryptoart # opensea # hashmask $ btc # topdogbeachclu b05:17 https://t.co/zpskcgxjtn 
528,≋G≋,@GGGcapital,331,505,Despite #BTC looking like it's going to fall off a cliff I'm all in $AAVE and $LUNA at these levelsAAVE/BTC pair at high time frame support&amp;LUNA S/R flip on a daily trend line while holding up very well compared to most other altsout if we don't hold these levels by D close https://t.co/93riMijZQx,1,1,2021-07-20 20:17:33,despite # btc look like it be go to fall off a cliff I be all in $ aave and $ luna at this level AAVE / BTC pair at high time frame support&amp ; LUNA S/R flip on a daily trend line while hold up very well compare to most other altsout if we do not hold this level by D close https://t.co/93rimijzqx 
529,Allen Au 🧢,@AllenAu11,99,7328,"If the above schematic plays out, #BTC could soon set up for a Wyckoff Spring (capitulation event) in Phase C.  2 scenarios:a. Low- $26.8K; Test- $27.7Kb. Low- $24K; Test- $26.8KAfter that, $38K. Remember, if BTC closes &gt;$30K today, we're back to square one.LG! https://t.co/N3fa1zVZg4",17,3,2021-07-20 20:15:34,"if the above schematic play out , # BTC could soon set up for a Wyckoff spring ( capitulation event ) in phase C. 2 scenario : a. low - $ 26.8 k ; test - $ 27.7 kb. low - $ 24 k ; test - $ 26.8 k after that , $ 38 k . remember , if BTC close &gt ; $ 30 k today , we be back to square one . LG ! https://t.co/n3fa1zvzg4 "
530,Allen Au 🧢,@AllenAu11,99,7328,"The major difference in this Wyckoff accumulation schematic is that there is a ""Creek"" which is a series of lower highs in Phase B &amp; then there is a ""Jump"" to Phase C. #BTC looks like it has been consolidating in a Creek in Phase B &amp; just ""jumped"" to Phase C in this schematic. https://t.co/4MgwMJaa2C",17,4,2021-07-20 20:15:32,"the major difference in this Wyckoff accumulation schematic be that there be a "" Creek "" which be a series of low high in Phase b &amp ; then there be a "" jump "" to Phase C. # BTC look like it have be consolidate in a Creek in Phase B &amp ; just "" jump "" to Phase C in this schematic . https://t.co/4mgwmjaa2c "
531,Allen Au 🧢,@AllenAu11,99,7328,"Last time, I tweeted that as long as #BTC doesn't fall &lt;$30K, it'd still be in Wyckoff's Phase C accumulation. If BTC closes &gt;$30K today, Phase C accumulation per chart below continues or else it's likely invalidated.But another Wyckoff accumulation scenario could play out. https://t.co/MEAPXKzj43",43,6,2021-07-20 20:15:31,"last time , I tweet that as long as # BTC do not fall &lt ; $ 30 k , it would still be in Wyckoff 's Phase C accumulation . if BTC close &gt ; $ 30 k today , phase c accumulation per chart below continue or else it be likely invalidate . but another Wyckoff accumulation scenario could play out . https://t.co/meapxkzj43 "
532,Big Blockers,@big_blockers,166,3166,"The current price of Bitcoin is $29967.00.The current price of BCash is $404.25, or 0.01348984 BTC.The current price of BCashSV is $115.68, or 0.28615955 BCash.",2,1,2021-07-20 20:15:01,"the current price of Bitcoin be $ 29967.00 . the current price of BCash be $ 404.25 , or 0.01348984 btc . the current price of BCashSV be $ 115.68 , or 0.28615955 bcash . "
533,ΞL Bullish Dude🥤,@ElDudett,517,1528,$BTC RECOVERINGTHIS WAS ALSO THE LAST $DAG DIP BEFORE T1 + MASSIVE NEWSARE YOU READY ANONCUZZ I AM !,41,2,2021-07-20 20:14:42,$ BTC recoveringthis be also the last $ DAG dip before t1 + massive newsare you ready ANONCUZZ I be ! 
534,Mike Brock,@brockm,1240,7786,"Whether you buy into BTC (I obv. buy into bitcoin), it's obvious to me that payments are going to be completely commoditized using distributed tech, like the BTC blockchain. Long term, your competitive mote is going to dry up if its built around traditional payments.",46,1,2021-07-20 20:14:17,"whether you buy into BTC ( I do buy into bitcoin ) , it be obvious to I that payment be go to be completely commoditize use distribute tech , like the BTC blockchain . Long term , you competitive mote be go to dry up if its build around traditional payment . "
535,Sam,@sam_gullo,249,122,"Adam is back again with another video for the #Crypto section of @M3MoMoMa, check it out to learn about the floors of #BTC and #ETH! Don’t forget to like and subscribe⤵️ https://t.co/o7nyXvxMiC",1,1,2021-07-20 20:14:13,"Adam be back again with another video for the # crypto section of @ M3MoMoMa , check it out to learn about the floor of # BTC and # ETH ! do not forget to like and subscribe⤵ '' https://t.co/o7nyxvxmic "
536,crypto news,@crypto_onenews,40,77,Which coin will be more successful?vote🔥🔥FOLLOW🔥🔥LIKE🔥🔥RETWEET🔥🔥HODL 🔥🔥Bitcoin #BTC #BNB #Binance  #eth #ethereum #kishu #FEG @FEGtoken@InuKishu@BabyDogeCoin#kishu #feg #BabyDogeCoin,218,135,2021-07-20 20:14:04,which coin will be more successful ? vote🔥 '' follow🔥🔥like🔥🔥retweet🔥🔥hodl 🔥🔥 Bitcoin # btc # bnb # binance #eth #ethereum # kishu # feg @fegtoken@inukishu@babydogecoin#kishu # feg # babydogecoin 
537,Golden.Cedi,@GoldenCedis,180,18,$Hex outpaces $BTC appreciation the way #Bitcoin outpaces the #dollar.  We're about to REALLY see this in action.  Don't let a little #hex droplet fool you. https://t.co/V96sIeUesa,1,1,2021-07-20 20:13:56,$ Hex outpace $ BTC appreciation the way # Bitcoin outpace the # dollar . we be about to really see this in action . do not let a little #hex droplet fool you . https://t.co/v96sieuesa 
538,crypto_sky,@rick_bitcoin,1116,2100,Probably didn’t buy the bottom…  lol #VGX #btc #cryptocurrency,2,1,2021-07-20 20:13:52,probably do not buy the bottom … lol # VGX #btc # cryptocurrency 
539,Crypto Bumble Bee,@CryptoBumbleB,279,63,"The same people telling you to just hold, it will go back up are the same people that told people to hold $XRP back in 2017 when you bought at the top at $4. I like #Ripple. I really do. But no one really knows if the bull run we just saw was the top or not. #btc #bitcoin https://t.co/ogIXQuBJ8g",2,1,2021-07-20 20:13:22,"the same people tell you to just hold , it will go back up be the same people that tell people to hold $ xrp back in 2017 when you buy at the top at $ 4 . I like # Ripple . I really do . but no one really know if the bull run we just see be the top or not . # btc # bitcoin https://t.co/ogixqubj8g "
540,Lam Kurutz,@insomnialts,1280,239,@intocryptoverse $NEKO @MazeProtocol GEM#Maze is taking the #DeFi space by storm zero-interest on #Crypto LOANSOther products available like #lending #borrowing#alts $BTC $ETH #ALTSEASON https://t.co/kWSDPOdFn4,3,3,2021-07-20 20:13:04,@intocryptoverse $ NEKO @ MazeProtocol gem # Maze be take the # defi space by storm zero-interest on # Crypto LOANSOther product available like # lending # borrowing # alt $ btc $ eth # altseason https://t.co/kwsdpodfn4 
541,Variant Research,@ResearchVariant,475,1018,"Stimulus =  $BTC NgU (liquidity in)Reverse Repo =  $BTC down, Dollar Up (liquidity out)Dollar up = More Stimulus, $BTC NgU (liquidity in)etc...Rinse and repeat until everyone is tired of their currency being debased.",6,1,2021-07-20 20:13:03,"stimulus = $ BTC NgU ( liquidity in ) reverse Repo = $ btc down , dollar up ( liquidity out ) dollar up = more stimulus , $ BTC ngu ( liquidity in ) etc ... rinse and repeat until everyone be tired of they currency be debase . "
542,Dick Whitman Capital,@DickWhitman_BTC,1737,2450,Wait until you hear about money printing &amp; the hidden tax of inflation https://t.co/KdXPkcl0H7,8,1,2021-07-20 20:12:11,wait until you hear about money printing &amp ; the hide tax of inflation https://t.co/kdxpkcl0h7 
543,WW Fund 📈 🧙‍♂️,@WW_Fund,2762,474,"#Wallstreetbets and Meme Stocks at the close:$BB $AMC $NOK $GME $KOSS $RKT $PLTR $TLRY $APHA $SNDL $FUBO $CLOV $F $FSR $NIO $DKNG $SPY $SKT $OCGN $ASO $AMD $KMPH $UWMC $GE $WKHS $SOFI $SPCE $COINTrade $SOL, $ETH, #BTC and $Doge on FTX US : https://t.co/J0I90izm2l https://t.co/CmQrAnEaju",1,2,2021-07-20 20:12:08,"# Wallstreetbets and Meme Stock at the close : $ bb $ AMC $ nok $ gme $ KOSS $ rkt $ pltr $ tlry $ apha $ sndl $ fubo $ clov $ f $ fsr $ nio $ dkng $ spy $ SKT $ ocgn $ aso $ AMD $ kmph $ uwmc $ GE $ wkhs $ sofi $ spce $ coin trade $ SOL , $ ETH , # BTC and $ Doge on FTX US : https://t.co/j0i90izm2l https://t.co/cmqraneaju "
544,Shriya 6️⃣5️⃣🎹,@Shriya_110,1242,43,@therealdogebtc @elonmusk @cz_binance @therealdogebtc @elonmusk @cz_binance #DogeBTC #dogearmy #dogecoin #BTC Love DogeBtc . Here is my entry 😃 https://t.co/663M8Hg9ju,8,2,2021-07-20 20:12:07,@therealdogebtc @elonmusk @cz_binance @therealdogebtc @elonmusk @cz_binance # DogeBTC # dogearmy # dogecoin # BTC Love DogeBtc . here be my entry 😃 https://t.co/663m8hg9ju 
545,🧑‍🌾 : n o l 7 : C r y p t o : ⓟ,@Crypto_Nolt,566,14698,$GBTC / $BTC @Grayscale explained herehttps://t.co/pO9AsrgRwc,5,3,2021-07-20 20:11:52,$ GBTC / $ btc @ Grayscale explain herehttps://t.co/po9asrgrwc 
546,🧑‍🌾 : n o l 7 : C r y p t o : ⓟ,@Crypto_Nolt,566,14698,"This whole time the @Grayscale GBTC Fud was meant to to make u sell ur $BTC for cheap while it was baseless""Regardless, since GBTC investors cannott redeem shares for $BTC &amp; then sell for fiat#Bitcoin markets are in fact left out of the equation when it comes to unlockings"" https://t.co/1ejzqB1ifT",4,2,2021-07-20 20:11:52,"this whole time the @ grayscale GBTC Fud be mean to to make u sell you $ btc for cheap while it be baseless "" regardless , since GBTC investor cannott redeem share for $ btc &amp ; then sell for fiat # Bitcoin market be in fact leave out of the equation when it come to unlocking "" https://t.co/1ejzqb1ift "
547,CryptoDoc,@WiltyNum,92,1004,Whales aren't scared of the price action. Are you? #Bitcoin $egld #cryptocurrency #bullish https://t.co/YlaOran9h2,6,2,2021-07-20 20:11:41,whale be not scared of the price action . be you ? # Bitcoin $ egld # cryptocurrency # bullish https://t.co/ylaoran9h2 
548,PupusasGame,@PupusasG,567,246,"Ok it's done, it's the last post about this project! tiny bitcoin simulator with real price, play it!https://t.co/ZssFQxiDdEbtw... @nayibbukele you should play this one! 😎🇸🇻#Bitcoin #BTC #gamedeveloper #IndieGameDev #ElSalvador #Pupusas #LeyBitcoin https://t.co/EJFHTqjDEp",2,4,2021-07-20 20:11:33,"ok it be do , it be the last post about this project ! tiny bitcoin simulator with real price , play it ! https://t.co/zssfqxiddebtw... @nayibbukele you should play this one ! 😎🇸🇻# Bitcoin # BTC # gamedeveloper # IndieGame dev # ElSalvador # pupusa # leybitcoin https://t.co/ejfhtqjdep "
549,Self-Aware 🤫🚀💎💎,@F1sT,1166,14593,"Market goes down 700 point. Guess who comes in. Federal reserve they start buying $shib and $btc see you can never tell, stock market forcing Biden’s hand ✋ https://t.co/HB7eVCboXE",4,2,2021-07-20 20:10:44,"market go down 700 point . guess who come in . Federal reserve they start buy $ shib and $ btc see you can never tell , stock market force Biden 's hand '' https://t.co/hb7evcboxe "
550,Nazlı Irmak,@ng6023,64,11,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FREEDOGE #kishu #SHIB #elonmusk #safemoon #btc #bsc #fairlaunch #fDoge #bitcoin #altcoin #shibainu #inu #100x#FREEDOGE Low Marketcap and experienced team, 100x is very possible. Only 2 days old. Not a financial advice, do your own research. https://t.co/oDHkzcWakN https://t.co/KQTYoNR0nA",6,3,2021-07-20 20:10:42,"@CyrptoSalvador @davidgokhshtein @ FreeDogeToken1 # freedoge # kishu # shib #elonmusk # safemoon # btc # bsc # fairlaunch #f doge # bitcoin # altcoin # shibainu # inu # 100 x # FREEDOGE low Marketcap and experienced team , 100x be very possible . only 2 day old . not a financial advice , do you own research . https://t.co/odhkzcwakn https://t.co/kqtyonr0na "
551,tamer,@Marrakesh81,1196,359,"@davidgokhshtein #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PkbZ5tdIPx",23,15,2021-07-20 20:10:30,"@davidgokhshtein # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/pkbz5tdipx "
552,FreeDogeArmy(47),@NanotekNeo47,1587,1090,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x  🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/fxlulAil64",25,13,2021-07-20 20:10:25,"@cyrptosalvador @davidgokhshtein @ freedogetoken1 # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 🚀 🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/fxlulail64 "
553,elfida,@elfida49352319,7,3,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SMntHFZP4S",27,16,2021-07-20 20:10:20,"@cyrptosalvador @davidgokhshtein @ freedogetoken1 # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/smnthfzp4s "
554,Tycoon ($DOT),@tycoonshowers,1338,357,$DOT major support / resistance levels - S1: $10.951     S2: $7.708R1: $19.53.      R2: $26.02Feelin like we’re about to BOUNCE$DOT $KSM $ETH $BTC,36,7,2021-07-20 20:10:16,$ dot major support / resistance level - S1 : $ 10.951 s2 : $ 7.708r1 : $ 19.53 . R2 : $ 26.02 Feelin like we be about to BOUNCE$ DOT $ KSM $ ETH $ btc 
555,tamer,@Marrakesh81,1196,359,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PkbZ5tdIPx",10,3,2021-07-20 20:10:08,"@cyrptosalvador @davidgokhshtein @ freedogetoken1 # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # btc # BabyDoge # binance # bscgem # bscscan # sh ı bhttps://t.co/pkbz5tdipx "
556,Kevin Svenson,@KevinSvenson_,1089,45255,"If #Bitcoin hits $25,000 that would put the price at a record distance from the 200day/SMA ... a 0.50 on the Mayer Multiple - https://t.co/MnaynQ7RiWThere have only been 5 other times in #BTC history where the price was that far from the 200d/SMAThis is an accumulation zone!",120,10,2021-07-20 20:09:52,if # Bitcoin hit $ 25000 that would put the price at a record distance from the 200 day / sma ... a 0.50 on the Mayer multiple - https://t.co/mnaynq7riwthere have only be 5 other time in # BTC history where the price be that far from the 200d / sma this be a accumulation zone ! 
557,Charlie,@btc_charlie,385,26700,You thought it wouldn't go lower didn't you... 😬 https://t.co/J3yFRjMHGa,16,1,2021-07-20 20:09:51,you think it would not go low do not you ... be https://t.co/j3yfrjmhga 
