,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at
98,Yusuf,@Yusuf52720246,1350,561,"@Marrakesh81 @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC #BabyDoge #Binance #BSCGem #bscscan #shıb #chz #bnb #chr #doge #axs #hnt #eth",2,2,2021-07-20 23:03:50
99,Jerome Cliche,@JeromeCliche,859,567,#BTC up 300% since July 2020 - #BSV down 30% for the same period; Someone can explain what I am not catching here? I am very long on $TAAL  - All minors up 1500%+ VS $TAAL 75%; Is I made a mistake or what?,14,2,2021-07-20 23:03:14
100,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro If you wanted to rewrite a transaction, how many entities would you need to coerce?Bitcoin: 3-4XRP: ~28+How long before a txn is final?Bitcoin: 1 hourXRP: 3-4 secondsI know which sounds more secure to me.",57,12,2021-07-20 23:03:02
101,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro Go look for yourself https://t.co/4VBrqAMHU1And then stop and realise that your question makes no sense. Payment channels are point to point. But even if we pretend you do understand what payment channels are, the answer to your attack, would be spin up services elsewhere",6,1,2021-07-20 23:01:39
102,King_Creed💎,@v_chanthafeua,884,620,Come build the infinite passive income with us. $CFB the governance store value token. Massively increases your monthly income @justinsuntron 💎🤗🥰🤩Only at https://t.co/kXDr4EgHkV Darkpaper for CFB 💰💰💰☘Buy CFB @mrtcrypto13 @DavidCu10031460#TRX #JustinSun #BTT #BTC,4,1,2021-07-20 23:01:03
103,Is AGIX above $1.00 already?,@notatinyIwhale,84,489,$BTC technical analysis is as accurate as fortune-telling of coffee cups. Don't take it that seriously. No one have a clue of the next move.,7,1,2021-07-20 23:00:54
104,BitcoinAgile,@bitcoinagile,13897,59388,Btcusd for BITFINEX:BTCUSD by kevinali #Bitcoin $BTC https://t.co/IJ0x8AJ9CP https://t.co/0a3aP0IDBd,6,2,2021-07-20 23:00:52
105,Taproot your Node to 0.21.1🌞🍒,@bc1pw,2171,788,How many people are blocked by @nntaleb might be the new bullish indicator. #btc https://t.co/AMbsxK2rcU,4,1,2021-07-20 23:00:44
106,CryptoCharts,@cryptocharts,24,1190,Thoughts on $BTC #Bitcoin! See kevinali's idea on TradingView below. https://t.co/ofcgJAydpv Trade it here: https://t.co/haK6TQGbkx,2,2,2021-07-20 23:00:36
107,BTC Pulse,@BtcPulse,1,954,BTC hourly update$29550.05    |    -0.56%📉$BTC #BTCUSD #Bitcoin,2,1,2021-07-20 23:00:30
108,ViceToken,@ViceToken_DeFi,1,54,We're excited to announce the release of our Vice Paper.Visit us on Telegram!https://t.co/NfRZzQfzUN#ViceToken #Vice #Crypto #Ethereum #btc #moon #ape https://t.co/JsHt6rCiMA,3,4,2021-07-20 23:00:16
109,Maria D. Gräfe 🇩🇪 🍥,@2xWhisky,919,4790,Are you chasing online traffic for your ads and still not earning enough commission?Our CPA affiliate network WKTRADS solved that by providing an affiliate system with high-converting landing pages &amp; weekly payments in BTC for our affiliates.Read more: https://t.co/WepF9zWEcp,8,3,2021-07-20 22:59:59
110,Criostoir #1DDRIVE ChrisB 31K Briartach,@lovecelticwoman,34731,31573,#TEAMSTALLION 🐎Follow me friends 🤝@italianostyle2 ty🤗@As_Ha7@MarEthr @PuspitaNagari_ @PriSilSt @4bby5 @R2__Adv @_Tzny @DougQuantz @HafisSapardi @lovecelticwoman @lumpie125 @Tana_Pato @pdtgpi @TkahashiChuletn @AshleyBrown_btc @20_Foxtrot @iffttii @SmartMom_1 https://t.co/iYtG1SRXS3,11,7,2021-07-20 22:58:59
111,PANIC,@Panic_Bit,527,456,#Crypto class of 2017/2018 $BTC $ETH $LINK https://t.co/tOcVEaYWBE,8,2,2021-07-20 22:58:40
112,JONATHAN WILSON CRYPTO CURRENCY INVESTMENT,@Jonatwilx,214,4494,"➡➡.$59,500https://t.co/Gm5gDdFOF1➡➡. $91,000https://t.co/avWhInN9Wr➡➡ $29,800https://t.co/xZ4KV8VsPR➡➡.$50,100https://t.co/jX27nGUXx4$116,000 https://t.co/zg6vsuqUBlCONTACT US NOW BEGIN YOUR INVESTMENT⬇⬇@Jonatwilx @Jonatwilx #الغيبوبه_الجماعيه https://t.co/7qmIHyjCTs",1,1,2021-07-20 22:58:28
113,CryptoPunk Diversify,@ClueNames,836,424,The #ToTheMoonPortfolio was created as a joke! Love &amp; Memes  #BTC $ETH $ETC $LINK $ATOM $TEZOS $MATIC $ALGO $MANA $DOGE $ANKR $AMP $WTER $OCGN $BWMX ❤ update 2.3 https://t.co/99a4MD4AyU,4,2,2021-07-20 22:57:56
114,Criostoir #1DDRIVE ChrisB 31K Briartach,@lovecelticwoman,34731,31573,@italianostyle2 @As_Ha7 @MarEthr @PuspitaNagari_ @PriSilSt @4bby5 @R2__Adv @_Tzny @DougQuantz @HafisSapardi @lumpie125 @Tana_Pato @pdtgpi @TkahashiChuletn @AshleyBrown_btc @20_Foxtrot @iffttii @SmartMom_1 Thnx4 mention @italianostyle2 !GoodDay2U Frankie🌞Frm ChrisB @lovecelticwoman#TeamStallion #1DDrive 🐎🔥 @ME_1b @TahneeQueen @tnmuda  @Diane1Queen @LaylaAries @201cleo1 @bobtmgb @VA94Vet  @shoaibsofficial @TracySandra03 @ChristineMColby #trendinghttps://t.co/ZiXZ09UkWZ,7,4,2021-07-20 22:57:42
115,Prime Trader,@IdeasPrime,0,6102,Silver | $SILVER | $XAG $USDSilverLong or short it with BTC on Trade8: https://t.co/pZgkUgdUbZ https://t.co/5Y8p8XkL8k,2,1,2021-07-20 22:57:01
116,David Gokhshtein,@davidgokhshtein,1374,405145,$DOGE brought back better returns than $BTC in the last five years. That’s not bad at all. Could have flipped some of that into #Bitcoin or $ETH.,166,21,2021-07-20 22:56:58
117,IncomeSharks,@IncomeSharks,556,140716,$BTC OBV forming a pretty steep drop off here. Again still really waiting for a support to hit a nice V shape to form that would be me confidence in buying more spot. https://t.co/7GGr6mgYqc,76,8,2021-07-20 22:56:39
118,Plant,@plantmath1,482,16618,@maybebullish $BTC buys $ETH,26,1,2021-07-20 22:56:26
119,pleb_Greg Foss 🇨🇦 / 🇸🇻🌋,@FossGregfoss,1056,26015,"I remind what 15-20X leverage in the ""commercial banking"" system is.For every 100$ in loans, banks are holding 5-6$ of equity capital to absorb losses.  What if expected losses (cost of business) plus unexpected losses (risk) is more than 6% of loans?#btc fixes this stupidity",310,36,2021-07-20 22:56:00
120,tedtalksmacro,@tedtalksmacro,469,23061,"Disregard prev tweets, #BTC and #ETH looking very ugly nowIn future I'll remember to have my morning coffee before tweeting",98,1,2021-07-20 22:55:05
121,HEXstreamers,@HEXstreamers,1191,1060,"Actual_Joker is live! @thehexjoker""Fun game time!"" #HEX #Crypto #BTC #ETH #DeFi #PassiveIncomeTWITCH: https://t.co/59gZOlJV37 https://t.co/SABB6oJTXc",6,1,2021-07-20 22:54:44
122,MisterTea5,@MattTea5,3461,3214,HAPPY BIRTHDAY NFT'S 🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂#NFT #nftart #NFTcollectibles #opensea #nftcollector #NFTdrop #NFTCommunity #NFTartist #nftcollectors #ADA #dogearmy #Ethereum #Polkadot #BTC #artwork #ArtistOnTwitter #painting,8,2,2021-07-20 22:54:40
123,Faceless Void,@Modi_bs,1382,185,#BTC has fallen to Jan 2021 levels. About the time when this crypto mania began. Most holders must be already in red. Only a nudge away from going down to $18k. Will drag other shitcoins along. Can't wait for it to go down there and watch this mess clean up itself #cryptocrash,2,1,2021-07-20 22:54:35
124,knt420,@knt4twenty,3476,524,Floor check idiots. Don't resist.You still all gonna be liquidated before the bull run starts.haha#BTC #ETH #BNB #TRX #USDT #DOGE #ZEC #BCH #KLV #CNS #XRP https://t.co/t2ODlB8y0T,1,1,2021-07-20 22:54:13
125,EurasianWolf,@EurAsianWolfz,771,3388,"Talking about a true DeFi crypto that goes against BTC, ETH call it Saitama the future of DeFi currency. KeK #SHIB #shibainu #SaitamaInuWolfPack #saitamainu #SaitaMask https://t.co/L6r54FR1G7",26,12,2021-07-20 22:53:13
126,Trading Tank,@TradingTank,236,22114,$XAG Silver is breaking down and seems it may retest range lows in coming days/weeks. Short it using $BTC or stables as collateral on @PrimeXBT https://t.co/AReIBKNTQf https://t.co/dbd8hV9ZJx,33,5,2021-07-20 22:53:12
127,Beast,@BeastY670T,75,7,"@1goonrich Checkout #NUTSGAMING our telegram is almost at 6000 members! Come join us, we're the next big thing FirePoker &amp; CryptoSmiling face with sunglasses#crypto #gaming #poker #BTC https://t.co/5Wtx8E6Jh0@NUTSGamingBSC",8,6,2021-07-20 22:52:31
128,Matt Hamilton,@HammerToe,876,27411,@0urobro @DickWhitman_BTC Exactly.The XRP Ledger can't. It is decentralised.,8,1,2021-07-20 22:52:27
129,Matt Hamilton,@HammerToe,876,27411,@DickWhitman_BTC @0urobro What has the Ripple lawsuit got to do with the XRP Ledger being more censorship resistant than the bitcoin blockchain?!Do you think that Bitcoin is not censorship resistant because China banner miners?,4,1,2021-07-20 22:51:19
130,Charles,@cspratt15139,212,712,$clv @clover_finance @Polkadot Defend the trendline! $btc $eth #crypto #cryptocurrencies #buythedip #NFT #KuCoin #Coinbase #fxtrading #shortsqeeze #Definews #DEFIwarrior #defi #crosschain https://t.co/BcnOvICN1N,6,2,2021-07-20 22:50:43
131,JONATHAN WILSON CRYPTO CURRENCY INVESTMENT,@Jonatwilx,214,4494,"BITCOIN SUCCESSFULL PAYOUTS TO INVESTORS FOR 20TH JULY 2021👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇➡➡$77,600https://t.co/2EnNlPsgd2#cryptocrash #BinanceNFT #vaccinazioni #Dynamite1BonSpotify #Canada #trading",1,1,2021-07-20 22:50:38
132,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro Nope. It would be much harder to shut down the XRP Ledger, as the nodes are far more decentralised than the significant nodes (the miners) are on the Bitcoin blockchain.",17,2,2021-07-20 22:50:19
133,Fnble,@Fnble1,248,57,@Grayscale @0xChu @OmakaseBar dont miss @SwitcheoNetwork #swth from @demexchange @PValidators @Nelson7Santana4 #swth is eth of all dexes crosschain #bsc #btc #neo #eth #zilliqa markets are crossconnected #swth is higher and better tech than #sushi,3,1,2021-07-20 22:48:38
134,Ziyad187,@Ziyad1871,15,3,@Christinebeaut4 @CryptoFinally @MrwebFinance @LaunchPoolXYZ @0xPolygon Ama mrweb ♥️ @MrwebFinance @elonmusk @cz_binance #btc #tron,2,1,2021-07-20 22:48:32
135,DeSota Wilson,@desota,7443,8489,‘#DOGE is my savings account’: This 33-year-old is no longer a ‘#dogecoin millionaire’–but he’s still buying the dips https://t.co/yjKKecl4Zi #bitcoin #BTC #ether #ETH #crypto #cryptocurrency,2,1,2021-07-20 22:48:25
136,tamer,@Marrakesh81,1196,359,@davidgokhshtein Sir take @FreeDogeToken1 and get rid of btc🚀🚀🚀🚀🚀🚀🚀,4,3,2021-07-20 22:47:21
137,Calling2Crypto,@Calling2Crypto,42,31,@missnatoshi #ELONGATE has a passionate community devoted to seeing change in the world and will never give up in any market. Accumulating tokens in this market will lead to positive results in the long term 👍#ELONGATE4CHARITY #Crypto #cryptocrash #cryptocurrency #WEAREELONGATE #BTC,18,10,2021-07-20 22:45:49
138,TheGANNMan!,@CrypDoMillions,271,10859,"#BTC ~ Moving Averages! ~ 50/100/200 ~Now that we have lost the 50WMA, if you're an average type of a trader, moving average that is, most would start to look towards the 100MA next for support, and some the 200. What's your thoughts?🤔https://t.co/UmV7Pdh8u3 https://t.co/ZYlY8Lat34 https://t.co/8MWb4tro7F",30,3,2021-07-20 22:44:29
139,cryptomedius,@cryptomedius,28,955,"Start mixing $BTC ""from only"" $30. This will be enough to run your #BCH mixing 24/7 for ~40 days straight  🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️https://t.co/55zDlUcf0P",4,1,2021-07-20 22:44:20
140,Crypto News Alerts 🔥🎙,@CryptoNewsYes,486,15919,"💥#Bitcoin Crashing As Whales Mass Accumulate💥""Hashrate bottoming this 🇨🇳 exodus cycle now. Looking for new ATH in #BTC hash in 2021. $220K for 2021 still in play""-@MaxKeiser💥Relief Rally Could Take #BTC to These Price Levels, Says @IntoCryptoVersehttps://t.co/CfYxJavrBp",10,3,2021-07-20 22:44:15
141,Arman,@ArmanKhanWazir,50,60,Soon...Next....Dump....btc..28k.... Stable 4short period...and... follow on,5,1,2021-07-20 22:43:31
142,BITCOIN LIFE,@Kunachyy,603,487,"Ok so selling a cpl months ago was the move. Cool story, but if u are selling NOW at these lvls you are insane and simply aren’t cut out for this. This isn’t for you. Sell and don’t look back. If u look back u will buy another top so make sure u never look back. #btc $dgb",10,1,2021-07-20 22:42:29
143,☣️ Pleb Kruse = BTC foundationalist 🟩🔆,@DrJackKruse,1974,16672,Biden is going to destroy DeFi and BTC is gonna explode on the back side of this shit storm.  If you are an ETH bull you have a lot to worry about right now in 7/21. https://t.co/KnN6jZiP3H,9,1,2021-07-20 22:42:12
144,tyrn.btc,@tyrn_47,2000,1182,Find out how you can stack your $STX and #BTC   rewards on @OKEx from the following link        #Stacking #EarnBtc #Stx          https://t.co/c7EHbVnkat,10,3,2021-07-20 22:41:13
145,JONATHAN WILSON CRYPTO CURRENCY INVESTMENT,@Jonatwilx,214,4494,"No matter where You are or what You do, this platform can help put you a step ahead in whatever financial goal You set to achieve this year. OUR impact is global, and OUR services are growing. #BITCOIN #BTC",1,1,2021-07-20 22:40:29
146,King_Creed💎,@v_chanthafeua,884,620,#CFB always bulishness 🥰🤗🤩Only on https://t.co/kXDr4EgHkV #DYOR #TRX #PAC #BTC #BNB #BTT #HOT #DOGE #VET #LDA #COMM #RPD #NOLE #CREED 💎@mrtcrypto13 @VaclavNovak9 @DavidCu10031460 @Crypto_Dan316@elonmusk @LadyApple77 @crycy @RichardHeartWin @Hannes36162936 @Annepan12 https://t.co/RuZQstVbi7,2,1,2021-07-20 22:39:46
147,IT @inlifethrill,@inlifethrillibo,90,7,"@BitRiseToken Checkout #NUTSGAMING our telegram is almost at 6000 members! Come join us, we're the next big thing 🔥🔥Poker &amp; Crypto😎#crypto #gaming #poker #BTC https://t.co/qFdFLjTV5Y@NUTSGamingBSC",7,2,2021-07-20 22:39:24
148,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro Nope. XRP Ledger payment channels are faster than lightning payments. This is just a simple fact. They are simpler, they don't require multiple hops, etc.The XRP Ledger is decentralised, permissionless and can't be shut down either, so a moot point.",21,4,2021-07-20 22:38:49
149,Cheds,@BigCheds,151,119634,"$BTC #Bitcoin After some volatility the1H BBs are tightening and approaching squeeze, suggestive of a range break in the coming hours Upside pivot is clear at 30k Downside 29.3khttps://t.co/IOViEp64JT https://t.co/cQZ5aGDdnT https://t.co/OHtGvX5z3S",126,8,2021-07-20 22:38:36
150,Bitsbetrippin,@BitsBeTrippin,1261,15512,Kicking off Miners Disrupt on a boat 🛥 @compass_mining hosting much of the conference on a little excursion in Miami bay. Little meet and greet with some folks. #livestreaming in the next hour as long as I can maintain a connection #bitcoin #btc miners https://t.co/cqAqunb6sn,42,1,2021-07-20 22:37:56
151,bradbaker.btc 🎙️,@fluidvoice,567,429,"@kyletorpey I did the same thing, but it wasn't a bar it was an Ethereum dev meetup and I told them to stop complaining and just learn https://t.co/TwG3gjPTyp and buy $STX and #BTChttps://t.co/hqSQN8uLEQ",2,1,2021-07-20 22:36:59
152,Jules,@KJulesC,140,49,$Goat @Goattokenio on the way to become the Greatest of the Universe‼️Hope y’all ready cause we’re going MOON HOPPING 🚀🚀🌑🌑 #Zoot #Bitcoin #doge $doge $btc #crypto $shib $eth #ethereum #uniswap #altcoin #altcoins #defi #ALTSEASON #Cryptocurency #cryptotrading #Polygon https://t.co/5bs0XlmWWN,11,5,2021-07-20 22:36:58
153,SafeGameCash,@SafegameCash1,2,2274,🌎SAFEGAME CASH🌎📲FOLLOW OUR OFFICIAL TWITTER: @SafegameCash1 📲JOIN THE BEST COMMUNITYhttps://t.co/ms12KvYzA6WE ARE WORKING ON THE ROAD MAP ⚙️ MORE NEWS COMING SOON💡#BTC  #BTT  #BNB  #TRX #SAFEMOON #BabyDogeCoin #feg #ELONGATE #dogearmy @souljaboy @elonmusk #XRP https://t.co/xGY5N11bOC,86,28,2021-07-20 22:36:40
154,log scale,@_log_scale_,996,6528,We should stop saying BTC has a 200% average annual return. Everyone who has $10k in bitcoin now cannot have $590 million in 10 years.NYDIG found that the median return for BTC over 5-year periods since 1/11/11 was 129.3%.That will go down with time.Call it 100% for now. https://t.co/YxixsewTPm,28,2,2021-07-20 22:35:40
155,Cryptonary🚀,@cryptonary,200,46434,Just chillin’When #BTC jumps to over 40k again and the bandwagon kids get back on we’ll still be chilling.Moral of the story? Go chill.,83,4,2021-07-20 22:34:23
156,CaptainCrypto2000,@WestCoastPCs,197,64,#1 Low cap gem 💎 on the Binamce smart chain. Locked Liquidity through @dxsale@BlockAudit Passedhttps://t.co/g9GDK5I32a #bscgems #Cryptocurency #BTC #pancakeswap #memecoins #memecoin #Bitcoin #BinanceSmartChain #binance #investing #money #investors #BSCGem @SHIBARISEBSC https://t.co/3AxbE4Kwst,5,4,2021-07-20 22:34:22
157,Johnny Woo | Never DM you for Money,@j0hnnyw00,498,56032,#Bitcoin $BTC #BTC #Dominance nasty rejection right at the resistance = good for #altcoins https://t.co/zAKwltS1Ne https://t.co/k4LUNmZJHJ,41,5,2021-07-20 22:34:20
158,Bitcoin Renegade,@Renegade0264,116,129,I just bought BTC and ETH am I stupid or a genius?https://t.co/R2wayjG9ZT,4,2,2021-07-20 22:34:05
159,MartyParty,@martypartymusic,18958,22485,I can tell you with absolute certainty the price of $BTC will change.Thats about it.,81,6,2021-07-20 22:33:33
160,Bitcoin updates,@Bitcoin8News,3,2358,"The $BTC price is at $29667.04 right now.🟢 Compared to the last tweet, the price has increased by $0.73 (0.00%).🔴 In the last 24 hours the price has dropped by $1180.91 (-3.83%).#Bitcoin #BTC",1,1,2021-07-20 22:33:12
161,Bad Lieutenant,@adumiahmad,368,10024,$BTC under $30k is like problem solving in mathematics.,6,1,2021-07-20 22:33:02
162,bradbaker.btc 🎙️,@fluidvoice,567,429,@einstacks @fmdroid BTC buying an NFT on Stacks.,5,1,2021-07-20 22:31:53
163,Xavi,@xavi_ttd,151,4177,Remember the guy who sold his lambo he had bought with $btc profit to buy more $60k btc ? Not only he was a top sign on btc but also a bottom signal on lambo lmfao,20,1,2021-07-20 22:31:27
164,Perry,@Parnia55593855,29,265,@missnatoshi Elongate token is the bridge between crypto and charity🌎 Check it @elongateog #ELONGATE #BSC #BTC #cryptocurrency #ALTCOIN #ELONGATE4CHARITY https://t.co/YHtu9TLxGT,45,25,2021-07-20 22:31:21
165,EQONEX,@eqonex,296,24343,#DailyBTCAnalysis#Bitcoin has continued to trade towards lows last seen in June.The 3.5% drop seems to be a daily occurrence at the moment as the nervousness in the market builds: Stocks have suffered their worst day of 2021.$EQOS.https://t.co/RMwLGlrp2P,8,1,2021-07-20 22:31:03
